season,name,position,team,location_x,kickoff_time,minutes,opp_team_name,location,was_home,area,mins_prev_match,duration,kickoff_date,temperature,humidity,elevation,injured
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-27 19:45:00+00:00,90,Southampton,Southampton,FALSE,Southampton,90,5,27/12/2018,4.26,72,11.03,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-30 14:15:00+00:00,90,Burnley,Burnley,FALSE,Burnley,90,2,30/12/2018,6.86,93,117.06,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-01-02 19:45:00+00:00,27,Brighton,Brighton,TRUE,London,90,3,02/01/2019,5.51,71,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-01-12 12:30:00+00:00,81,Arsenal,London,TRUE,London,27,9,12/01/2019,7.46,75,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-01-19 15:00:00+00:00,90,Bournemouth,Bournemouth,FALSE,Bournemouth,81,7,19/01/2019,5.86,86,9.76,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-01-29 19:45:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,90,10,29/01/2019,0.04,87,156.19,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-02-04 20:00:00+00:00,90,Liverpool,Liverpool,TRUE,London,90,6,04/02/2019,6.5,81,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-02-09 15:00:00+00:00,72,Crystal Palace,London,FALSE,London,90,4,09/02/2019,8.33,74,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-02-22 19:45:00+00:00,90,Fulham,London,TRUE,London,72,13,22/02/2019,7.32,90,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-02-27 20:00:00+00:00,90,Man City,Manchester,FALSE,Manchester,90,5,27/02/2019,9.11,72,52.86,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-03-02 17:30:00+00:00,0,Newcastle,Newcastle upon Tyne,TRUE,London,90,2,02/03/2019,8.18,81,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-03-09 15:00:00+00:00,32,Cardiff,Cardiff,FALSE,Cardiff,0,6,09/03/2019,7.47,88,12.04,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-03-16 15:00:00+00:00,45,Huddersfield,Huddersfield,TRUE,London,32,7,16/03/2019,10.57,92,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-03-30 17:30:00+00:00,45,Everton,Liverpool,TRUE,London,45,14,30/03/2019,10.04,77,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-04-08 19:00:00+00:00,0,Chelsea,London,FALSE,London,45,9,08/04/2019,8.93,92,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-04-13 16:30:00+00:00,17,Man Utd,Manchester,FALSE,Manchester,0,4,13/04/2019,5.18,71,52.86,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-04-20 14:00:00+00:00,90,Leicester,Leicester,TRUE,London,17,6,20/04/2019,13.63,69,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-04-27 11:30:00+00:00,90,Spurs,London,FALSE,London,90,6,27/04/2019,10.18,85,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-05-04 14:00:00+00:00,90,Southampton,Southampton,TRUE,London,90,7,04/05/2019,7.63,75,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2019-05-12 14:00:00+00:00,90,Watford,Watford,FALSE,Watford,90,8,12/05/2019,7.03,89,72.69,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-08-10 11:30:00+00:00,45,Man City,Manchester,TRUE,London,0,0,10/08/2019,18.42,83,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-08-17 14:00:00+00:00,45,Brighton,Brighton,FALSE,Brighton,45,7,17/08/2019,16.84,95,15.48,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-08-24 14:00:00+00:00,35,Watford,Watford,FALSE,Watford,45,7,24/08/2019,16.88,81,72.69,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-08-31 14:00:00+00:00,0,Norwich,Norwich,TRUE,London,35,7,31/08/2019,15.22,82,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-09-16 19:00:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,0,16,16/09/2019,15.63,92,138.25,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-09-22 13:00:00+00:00,0,Man Utd,Manchester,TRUE,London,0,5,22/09/2019,17.26,77,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-09-28 14:00:00+00:00,0,Bournemouth,Bournemouth,FALSE,Bournemouth,0,6,28/09/2019,12.46,91,9.76,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-10-05 16:30:00+00:00,0,Crystal Palace,London,TRUE,London,0,7,05/10/2019,12.91,92,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-10-19 11:30:00+00:00,0,Everton,Liverpool,FALSE,Liverpool,0,13,19/10/2019,9.29,89,14.48,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-10-26 14:00:00+00:00,0,Sheffield Utd,Sheffield,TRUE,London,0,7,26/10/2019,15.57,84,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-11-02 15:00:00+00:00,0,Newcastle,Newcastle upon Tyne,TRUE,London,0,7,02/11/2019,14.91,87,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-11-09 15:00:00+00:00,0,Burnley,Burnley,FALSE,Burnley,0,7,09/11/2019,1.72,91,117.06,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2019-11-23 12:30:00+00:00,45,Spurs,London,TRUE,London,0,13,23/11/2019,8.36,85,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-11-30 15:00:00+00:00,75,Chelsea,London,FALSE,London,45,7,30/11/2019,3.95,88,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-12-04 19:30:00+00:00,0,Wolves,Wolverhampton,FALSE,Wolverhampton,75,4,04/12/2019,3.17,92,156.19,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-12-09 20:00:00+00:00,90,Arsenal,London,TRUE,London,0,5,09/12/2019,7.79,75,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-12-14 17:30:00+00:00,90,Southampton,Southampton,FALSE,Southampton,90,4,14/12/2019,5.57,77,11.03,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-12-26 15:00:00+00:00,90,Crystal Palace,London,FALSE,London,90,11,26/12/2019,3.15,93,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2019-12-28 17:30:00+00:00,35,Leicester,Leicester,TRUE,London,90,2,28/12/2019,7.17,91,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2020-01-01 17:30:00+00:00,0,Bournemouth,Bournemouth,TRUE,London,35,4,01/01/2020,5.1,87,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-01-10 20:00:00+00:00,0,Sheffield Utd,Sheffield,FALSE,Sheffield,0,9,10/01/2020,5.19,88,81.19,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-01-18 15:00:00+00:00,0,Everton,Liverpool,TRUE,London,0,7,18/01/2020,3.32,86,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-01-22 19:30:00+00:00,45,Leicester,Leicester,FALSE,Leicester,0,4,22/01/2020,4.75,73,61.31,no
2019-2020,Michail Antonio,FWD,West Ham,London,2020-01-29 19:45:00+00:00,0,Liverpool,Liverpool,TRUE,London,45,7,29/01/2020,3.51,79,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-02-01 15:00:00+00:00,73,Brighton,Brighton,TRUE,London,0,2,01/02/2020,11.65,86,7.55,no
2019-2020,Michail Antonio,FWD,West Ham,London,2020-02-19 19:30:00+00:00,90,Man City,Manchester,FALSE,Manchester,73,18,19/02/2020,4.04,88,52.86,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-02-24 20:00:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,90,5,24/02/2020,4.94,73,14.48,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-02-29 15:00:00+00:00,90,Southampton,Southampton,TRUE,London,90,4,29/02/2020,10.76,89,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-03-07 15:00:00+00:00,90,Arsenal,London,FALSE,London,90,7,07/03/2020,3.17,82,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-06-20 16:30:00+00:00,90,Wolves,Wolverhampton,TRUE,London,90,105,20/06/2020,15.01,77,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-06-23 19:15:00+00:00,90,Spurs,London,FALSE,London,90,3,23/06/2020,17,67,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-01 19:15:00+00:00,90,Chelsea,London,TRUE,London,90,8,01/07/2020,17.14,81,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-05 13:15:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,3,05/07/2020,16.14,83,44.76,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-08 17:00:00+00:00,90,Burnley,Burnley,TRUE,London,90,3,08/07/2020,14.23,91,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-11 11:30:00+00:00,77,Norwich,Norwich,FALSE,Norwich,90,2,11/07/2020,10.49,90,21.49,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-17 19:00:00+00:00,90,Watford,Watford,TRUE,London,77,6,17/07/2020,20.02,71,7.55,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-22 17:00:00+00:00,77,Man Utd,Manchester,FALSE,Manchester,90,4,22/07/2020,14.38,81,52.86,yes
2019-2020,Michail Antonio,FWD,West Ham,London,2020-07-26 15:00:00+00:00,45,Aston Villa,Birmingham,TRUE,London,77,3,26/07/2020,14.83,90,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-09-12 19:00:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,London,0,0,12/09/2020,14.6,70,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-09-19 19:00:00+00:00,90,Arsenal,London,FALSE,London,90,7,19/09/2020,15.09,75,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-09-27 18:00:00+00:00,87,Wolves,Wolverhampton,TRUE,London,90,7,27/09/2020,11.29,73,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-10-04 11:00:00+00:00,87,Leicester,Leicester,FALSE,Leicester,87,6,04/10/2020,10.44,26,61.31,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-10-18 15:30:00+00:00,76,Spurs,London,FALSE,London,87,14,18/10/2020,9.5,83,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-10-24 11:30:00+00:00,51,Man City,Manchester,TRUE,London,76,5,24/10/2020,9.05,85,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-10-31 17:30:00+00:00,0,Liverpool,Liverpool,FALSE,Liverpool,51,7,31/10/2020,10.24,79,14.48,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-11-07 20:00:00+00:00,0,Fulham,London,TRUE,London,0,7,07/11/2020,9.26,76,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-11-22 14:00:00+00:00,0,Sheffield Utd,Sheffield,FALSE,Sheffield,0,14,22/11/2020,9.4,83,81.19,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-11-30 20:00:00+00:00,45,Aston Villa,Birmingham,TRUE,London,0,8,30/11/2020,7.03,91,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-05 17:30:00+00:00,0,Man Utd,Manchester,TRUE,London,45,4,05/12/2020,3.81,77,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-11 20:00:00+00:00,0,Leeds,Leeds,FALSE,Leeds,0,6,11/12/2020,5.72,99,40.44,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-16 20:00:00+00:00,0,Crystal Palace,London,TRUE,London,0,5,16/12/2020,8.01,90,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-21 20:00:00+00:00,0,Chelsea,London,FALSE,London,0,5,21/12/2020,7.18,87,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-27 14:15:00+00:00,0,Brighton,Brighton,TRUE,London,0,5,27/12/2020,10.12,84,7.55,yes
2020-2021,Michail Antonio,FWD,West Ham,London,2020-12-29 18:00:00+00:00,13,Southampton,Southampton,FALSE,Southampton,0,2,29/12/2020,1.05,76,11.03,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-01-01 17:30:00+00:00,31,Everton,Liverpool,FALSE,Liverpool,13,2,01/01/2021,1.19,88,14.48,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-01-16 15:00:00+00:00,90,Burnley,Burnley,TRUE,London,31,14,16/01/2021,1.8,85,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-01-19 18:00:00+00:00,83,West Brom,West Bromwich,TRUE,London,90,3,19/01/2021,9.01,90,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-01-26 18:00:00+00:00,82,Crystal Palace,London,FALSE,London,83,7,26/01/2021,0.03,81,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-01-31 16:30:00+00:00,78,Liverpool,Liverpool,TRUE,London,82,4,31/01/2021,3.66,76,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-02-03 20:15:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,78,3,03/02/2021,7.72,95,138.25,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-02-06 17:30:00+00:00,73,Fulham,London,FALSE,London,90,2,06/02/2021,6.99,87,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-02-15 18:00:00+00:00,0,Sheffield Utd,Sheffield,TRUE,London,73,9,15/02/2021,4.48,83,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-02-21 12:00:00+00:00,90,Spurs,London,TRUE,London,0,5,21/02/2021,13.52,67,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-02-27 12:30:00+00:00,83,Man City,Manchester,FALSE,Manchester,90,6,27/02/2021,3.98,85,52.86,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-03-08 20:00:00+00:00,90,Leeds,Leeds,TRUE,London,83,9,08/03/2021,1.83,78,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-03-14 19:15:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,90,5,14/03/2021,6.77,83,52.86,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-03-21 15:00:00+00:00,90,Arsenal,London,TRUE,London,90,6,21/03/2021,8.8,77,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-04-05 19:15:00+00:00,35,Wolves,Wolverhampton,FALSE,Wolverhampton,90,15,05/04/2021,7.82,85,156.19,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-04-11 13:05:00+00:00,0,Leicester,Leicester,TRUE,London,35,5,11/04/2021,4.46,69,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-04-17 11:30:00+00:00,0,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,0,5,17/04/2021,1.49,93,44.76,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-04-24 16:30:00+00:00,0,Chelsea,London,TRUE,London,0,7,24/04/2021,7.16,74,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-05-03 19:15:00+00:00,90,Burnley,Burnley,FALSE,Burnley,0,9,03/05/2021,5.88,86,117.06,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-05-09 15:30:00+00:00,90,Everton,Liverpool,TRUE,London,90,5,09/05/2021,14.46,72,7.55,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-05-15 19:00:00+00:00,90,Brighton,Brighton,FALSE,Brighton,90,6,15/05/2021,8.41,92,15.48,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-05-19 19:15:00+00:00,90,West Brom,West Bromwich,FALSE,West Bromwich,90,4,19/05/2021,8.24,93,166.57,no
2020-2021,Michail Antonio,FWD,West Ham,London,2021-05-23 15:00:00+00:00,68,Southampton,Southampton,TRUE,London,90,3,23/05/2021,8.64,88,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-08-15 13:00:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,0,0,15/08/2021,13.3,87,44.76,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-08-23 19:00:00+00:00,88,Leicester,Leicester,TRUE,London,90,8,23/08/2021,17.57,93,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-08-28 14:00:00+00:00,90,Crystal Palace,London,TRUE,London,88,4,28/08/2021,13.33,81,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-09-11 14:00:00+00:00,90,Southampton,Southampton,FALSE,Southampton,90,14,11/09/2021,17.13,86,11.03,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-09-19 13:00:00+00:00,0,Man Utd,Manchester,TRUE,London,90,7,19/09/2021,17.35,83,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-09-25 14:00:00+00:00,90,Leeds,Leeds,FALSE,Leeds,0,6,25/09/2021,18.36,68,40.44,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-10-03 13:00:00+00:00,90,Brentford,London,TRUE,London,90,7,03/10/2021,12.49,93,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-10-17 13:00:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,90,14,17/10/2021,12.42,82,14.48,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-10-24 13:00:00+00:00,90,Spurs,London,TRUE,London,90,7,24/10/2021,11.75,77,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-10-31 16:30:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,90,7,31/10/2021,6.49,94,138.25,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-11-07 16:30:00+00:00,90,Liverpool,Liverpool,TRUE,London,90,7,07/11/2021,12.04,89,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-11-20 15:00:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,90,12,20/11/2021,9.47,88,156.19,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-11-28 14:00:00+00:00,90,Man City,Manchester,FALSE,Manchester,90,7,28/11/2021,-0.58,69,52.86,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-01 19:30:00+00:00,90,Brighton,Brighton,TRUE,London,90,3,01/12/2021,10.62,88,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-04 12:30:00+00:00,90,Chelsea,London,TRUE,London,90,2,04/12/2021,5.66,95,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-12 14:00:00+00:00,90,Burnley,Burnley,FALSE,Burnley,90,8,12/12/2021,11.02,97,117.06,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-15 20:00:00+00:00,90,Arsenal,London,FALSE,London,90,3,15/12/2021,10.54,91,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-26 15:00:00+00:00,45,Southampton,Southampton,TRUE,London,90,10,26/12/2021,5.32,96,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2021-12-28 15:00:00+00:00,90,Watford,Watford,FALSE,Watford,45,2,28/12/2021,9.77,97,72.69,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-01-01 17:30:00+00:00,90,Crystal Palace,London,FALSE,London,90,4,01/01/2022,13.13,93,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-01-12 19:45:00+00:00,87,Norwich,Norwich,TRUE,London,90,11,12/01/2022,6.87,93,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-01-16 14:00:00+00:00,90,Leeds,Leeds,TRUE,London,87,3,16/01/2022,5.38,87,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-01-22 15:00:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,90,6,22/01/2022,6.82,76,52.86,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-02-08 19:45:00+00:00,90,Watford,Watford,TRUE,London,90,17,08/02/2022,10.83,80,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-02-13 16:30:00+00:00,90,Leicester,Leicester,FALSE,Leicester,90,4,13/02/2022,8.09,88,61.31,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-02-19 12:30:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,London,90,5,19/02/2022,4.19,71,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-02-27 14:00:00+00:00,90,Wolves,Wolverhampton,TRUE,London,90,8,27/02/2022,4.98,74,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-03-05 17:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,90,6,05/03/2022,5.72,85,14.48,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-03-13 14:00:00+00:00,51,Aston Villa,Birmingham,TRUE,London,90,7,13/03/2022,8.47,82,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-03-20 16:30:00+00:00,55,Spurs,London,FALSE,London,51,7,20/03/2022,7.73,63,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-04-03 13:00:00+00:00,90,Everton,Liverpool,TRUE,London,55,13,03/04/2022,2.06,78,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-04-10 13:00:00+00:00,65,Brentford,London,FALSE,London,90,7,10/04/2022,7.18,66,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-04-17 13:15:00+00:00,90,Burnley,Burnley,TRUE,London,65,7,17/04/2022,9.43,85,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-04-24 13:00:00+00:00,0,Chelsea,London,FALSE,London,90,6,24/04/2022,11.45,73,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-05-01 15:30:00+00:00,19,Arsenal,London,TRUE,London,0,7,01/05/2022,12.07,73,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-05-08 13:00:00+00:00,45,Norwich,Norwich,FALSE,Norwich,19,6,08/05/2022,8.82,90,21.49,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-05-15 13:00:00+00:00,90,Man City,Manchester,TRUE,London,45,7,15/05/2022,14.11,70,7.55,no
2021-2022,Michail Antonio,FWD,West Ham,London,2022-05-22 15:00:00+00:00,90,Brighton,Brighton,FALSE,Brighton,90,7,22/05/2022,11.95,91,15.48,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-08-07 15:30:00+00:00,56,Man City,Manchester,TRUE,London,0,0,07/08/2022,17.36,62,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-08-14 13:00:00+00:00,68,Nott'm Forest,Nottingham,FALSE,Nottingham,56,6,14/08/2022,19.19,74,36.78,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-08-21 13:00:00+00:00,74,Brighton,Brighton,TRUE,London,68,7,21/08/2022,17.48,77,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-08-28 13:00:00+00:00,25,Aston Villa,Birmingham,FALSE,Birmingham,74,7,28/08/2022,16.65,78,138.25,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-08-31 18:45:00+00:00,90,Spurs,London,TRUE,London,25,3,31/08/2022,17.67,72,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-09-03 14:00:00+00:00,73,Chelsea,London,FALSE,London,90,2,03/09/2022,18.37,77,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-09-18 13:15:00+00:00,69,Everton,Liverpool,FALSE,Liverpool,73,14,18/09/2022,13.81,65,14.48,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-01 16:30:00+00:00,24,Wolves,Wolverhampton,TRUE,London,69,13,01/10/2022,15.48,90,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-09 13:00:00+00:00,10,Fulham,London,TRUE,London,24,7,09/10/2022,12.26,71,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-16 13:00:00+00:00,3,Southampton,Southampton,FALSE,Southampton,10,7,16/10/2022,10.73,91,11.03,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-19 18:30:00+00:00,16,Liverpool,Liverpool,FALSE,Liverpool,3,3,19/10/2022,9.68,87,14.48,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-24 19:00:00+00:00,16,Bournemouth,Bournemouth,TRUE,London,16,5,24/10/2022,13.79,94,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-10-30 16:15:00+00:00,33,Man Utd,Manchester,FALSE,Manchester,16,5,30/10/2022,14.57,84,52.86,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-11-06 14:00:00+00:00,45,Crystal Palace,London,TRUE,London,33,6,06/11/2022,13.83,95,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-11-12 15:00:00+00:00,0,Leicester,Leicester,TRUE,London,45,6,12/11/2022,11.03,91,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-12-26 20:00:00+00:00,86,Arsenal,London,FALSE,London,0,44,26/12/2022,9.77,90,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2022-12-30 19:45:00+00:00,26,Brentford,London,TRUE,London,86,3,30/12/2022,6.39,86,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-01-04 19:45:00+00:00,22,Leeds,Leeds,FALSE,Leeds,26,5,04/01/2023,12.73,88,40.44,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-01-14 15:00:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,22,9,14/01/2023,6.49,89,156.19,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-01-21 15:00:00+00:00,71,Everton,Liverpool,TRUE,London,90,7,21/01/2023,2.76,87,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-02-04 17:30:00+00:00,80,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,71,14,04/02/2023,9.09,87,44.76,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-02-11 12:30:00+00:00,66,Chelsea,London,TRUE,London,80,6,11/02/2023,8.3,89,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-02-19 16:30:00+00:00,71,Spurs,London,FALSE,London,66,8,19/02/2023,9.8,83,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-02-25 15:00:00+00:00,6,Nott'm Forest,Nottingham,TRUE,London,71,5,25/02/2023,3.97,83,7.55,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-03-04 15:00:00+00:00,0,Brighton,Brighton,FALSE,Brighton,6,7,04/03/2023,5.44,74,15.48,no
2022-2023,Michail Antonio,FWD,West Ham,London,2023-03-12 14:00:00+00:00,0,Aston Villa,Birmingham,TRUE,London,0,7,12/03/2023,5.97,95,7.55,no
